Names,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Chroma,SpectralContrast,Tonnetz,ZeroCrossingRate,RMSEnergy,LogMelFilterbank_1,LogMelFilterbank_2,LogMelFilterbank_3,LogMelFilterbank_4,LogMelFilterbank_5,LogMelFilterbank_6,LogMelFilterbank_7,LogMelFilterbank_8,LogMelFilterbank_9,LogMelFilterbank_10,LogMelFilterbank_11,LogMelFilterbank_12,LogMelFilterbank_13,LogMelFilterbank_14,LogMelFilterbank_15,LogMelFilterbank_16,LogMelFilterbank_17,LogMelFilterbank_18,LogMelFilterbank_19,LogMelFilterbank_20,LogMelFilterbank_21,LogMelFilterbank_22,LogMelFilterbank_23,LogMelFilterbank_24,LogMelFilterbank_25,LogMelFilterbank_26,LogMelFilterbank_27,LogMelFilterbank_28,LogMelFilterbank_29,LogMelFilterbank_30,RASTA-PLP
Arunanshu,-302.9510498046875,138.56536865234375,11.21185302734375,-2.74277925491333,-0.8541297912597656,-18.253095626831055,-14.39509105682373,-8.69079875946045,-16.592782974243164,-16.15117645263672,-9.142495155334473,-7.867001533508301,-8.117795944213867,0.39434978,22.02417235150993,0.00292693007580298,0.08606211934454756,0.15603659,-8.556313514709473,-3.648611307144165,-1.3638343811035156,-1.4282872676849365,-4.5209784507751465,-9.384662628173828,-11.136754035949707,-15.195941925048828,-16.029870986938477,-17.680864334106445,-19.34067726135254,-22.321043014526367,-24.801025390625,-25.883190155029297,-27.25389289855957,-28.467662811279297,-27.49188995361328,-29.743934631347656,-33.462432861328125,-36.63813400268555,-39.788150787353516,-42.58299255371094,-44.141597747802734,-44.70232009887695,-45.094791412353516,-45.272586822509766,-45.42856216430664,-45.57213592529297,-45.668983459472656,-45.74817657470703,0.4264808393362132
Arunanshu,-334.0621337890625,126.04898071289062,4.269692420959473,-13.81082820892334,-1.1630405187606812,-11.631402015686035,-16.61711883544922,-9.876072883605957,-11.08296012878418,-14.332319259643555,-9.98564338684082,-6.975924015045166,-8.383965492248535,0.41532007,20.858520623756345,0.006252618543889602,0.1477702200551044,0.13967857,-15.291183471679688,-11.006704330444336,-8.2854642868042,-7.842418670654297,-10.126543045043945,-14.090360641479492,-15.903200149536133,-18.00389289855957,-18.635520935058594,-21.38614273071289,-22.577909469604492,-23.73383331298828,-26.315187454223633,-26.667428970336914,-29.085203170776367,-30.897907257080078,-30.567584991455078,-34.45170593261719,-38.24127197265625,-42.08735275268555,-44.01960372924805,-44.80316925048828,-45.54461669921875,-46.01261901855469,-46.27391052246094,-46.45795440673828,-46.60696029663086,-46.740013122558594,-46.854736328125,-46.924766540527344,0.4436227522931403
Arunanshu,-279.44818115234375,155.73667907714844,7.614203453063965,-7.637097358703613,0.6805490851402283,-19.318613052368164,-19.106121063232422,-8.053832054138184,-15.056469917297363,-19.960325241088867,-11.095996856689453,-6.652557373046875,-11.115657806396484,0.35700205,23.015231592312027,0.007785400744780081,0.0746152660962877,0.21548785,-1.9020582437515259,1.9590946435928345,4.380958080291748,3.785754919052124,0.3348793685436249,-3.9490513801574707,-6.107548713684082,-10.72726058959961,-10.807721138000488,-13.839390754699707,-16.5560302734375,-18.41250991821289,-20.98680877685547,-22.599754333496094,-24.05470848083496,-25.073467254638672,-22.671823501586914,-25.87792205810547,-33.51678466796875,-37.31849670410156,-40.388912200927734,-42.160125732421875,-43.81033706665039,-44.56363296508789,-44.87513732910156,-45.06365203857422,-45.36360168457031,-45.48326873779297,-45.63286209106445,-45.72871398925781,0.3644663801248781
Arunanshu,-309.6229248046875,140.70199584960938,9.789753913879395,-2.1500439643859863,6.746877670288086,-12.423383712768555,-16.53240966796875,-10.10640811920166,-15.412324905395508,-18.429040908813477,-11.559883117675781,-7.954078674316406,-10.628575325012207,0.37848985,22.458625823660523,0.0020635951505037792,0.0891651410237819,0.17553255,-6.167525291442871,-1.5179139375686646,0.39496544003486633,-1.7563806772232056,-5.661678314208984,-10.755905151367188,-13.23526668548584,-16.941667556762695,-16.770587921142578,-19.77086639404297,-20.830341339111328,-21.010467529296875,-24.532672882080078,-24.639001846313477,-27.121994018554688,-28.460683822631836,-25.444509506225586,-30.195201873779297,-35.95667266845703,-39.36099624633789,-42.22734832763672,-43.94089126586914,-45.31101989746094,-46.01473617553711,-46.25689697265625,-46.5086784362793,-46.66789627075195,-46.87181854248047,-46.970149993896484,-47.045494079589844,0.40366697564775145
Arunanshu,-293.7945251464844,147.67807006835938,4.687132358551025,-7.744479179382324,1.39692223072052,-14.793723106384277,-16.654293060302734,-11.614558219909668,-15.607927322387695,-16.414342880249023,-10.407106399536133,-8.012025833129883,-11.119145393371582,0.36306712,22.387080022205538,-0.0017391311454302784,0.1021380147911833,0.19586606,-6.742406368255615,-1.3813843727111816,1.070135474205017,0.4643336534500122,-2.28629207611084,-7.73198127746582,-9.97341537475586,-12.86240005493164,-13.293159484863281,-17.035417556762695,-17.955751419067383,-18.303382873535156,-21.99933433532715,-22.282567977905273,-25.3879337310791,-27.005290985107422,-24.98355484008789,-29.227018356323242,-34.77882766723633,-38.32971954345703,-40.5455436706543,-42.12945556640625,-43.961082458496094,-45.118255615234375,-45.54338455200195,-45.858741760253906,-46.11756896972656,-46.314823150634766,-46.47850036621094,-46.573246002197266,0.3852816904234407
Arunanshu,-287.5706481933594,159.7215118408203,1.564447283744812,-9.89503288269043,1.3508775234222412,-14.913756370544434,-15.438143730163574,-10.793721199035645,-16.661468505859375,-17.239192962646484,-11.844949722290039,-9.181520462036133,-9.515708923339844,0.3772457,22.302709797513373,-0.0009444967271777665,0.06880687173723898,0.19437906,-5.938581943511963,-0.4384418725967407,1.9637656211853027,1.9051649570465088,-1.2401131391525269,-6.246693134307861,-9.289530754089355,-11.778704643249512,-11.448713302612305,-14.058221817016602,-15.935090065002441,-17.368024826049805,-20.715551376342773,-20.732219696044922,-24.75482177734375,-25.962844848632812,-24.118167877197266,-29.303119659423828,-33.855934143066406,-37.86807632446289,-41.136207580566406,-42.95383834838867,-45.86027526855469,-46.867347717285156,-47.176063537597656,-47.47782516479492,-47.805152893066406,-48.06842803955078,-48.2710075378418,-48.43233108520508,0.3890636916508185
Arunanshu,-280.47100830078125,141.81149291992188,-1.5468461513519287,-8.819684982299805,3.144023895263672,-13.62362003326416,-16.947757720947266,-14.34951400756836,-17.5274600982666,-14.068499565124512,-8.954571723937988,-9.747369766235352,-12.385042190551758,0.3695263,22.752990957450958,0.008407354634171027,0.08580268452726218,0.18774363,-5.869298458099365,-0.6977131366729736,1.8754372596740723,1.2737535238265991,-3.085127592086792,-6.759868144989014,-8.888201713562012,-11.782282829284668,-14.386826515197754,-16.04039192199707,-15.560784339904785,-16.9244384765625,-18.558218002319336,-19.748708724975586,-23.339336395263672,-25.562057495117188,-24.813207626342773,-27.00615692138672,-32.8359375,-36.469024658203125,-38.916236877441406,-41.20187759399414,-43.40065002441406,-44.715702056884766,-44.9698371887207,-45.23505401611328,-45.5101318359375,-45.699066162109375,-45.88802719116211,-46.01055145263672,0.3905595488822132
Arunanshu,-281.81536865234375,141.1182403564453,-1.2140306234359741,-9.080068588256836,4.150781154632568,-12.522320747375488,-19.33135223388672,-10.756317138671875,-11.021369934082031,-15.285158157348633,-13.624229431152344,-9.944562911987305,-8.448613166809082,0.36265203,22.425059583210302,-0.0032316272359947658,0.07639732272331787,0.20865253,-7.076447010040283,-2.438420295715332,-0.4783983826637268,1.537129521369934,-2.4018678665161133,-8.732595443725586,-10.080242156982422,-11.879683494567871,-12.797290802001953,-15.121943473815918,-17.063135147094727,-18.82872772216797,-20.009910583496094,-19.67961311340332,-22.086748123168945,-23.7114315032959,-23.94270133972168,-28.804550170898438,-33.93060302734375,-37.35282516479492,-39.48603820800781,-41.463558197021484,-43.02764129638672,-43.72909164428711,-44.16413497924805,-44.620994567871094,-44.96308517456055,-45.283634185791016,-45.507930755615234,-45.7220573425293,0.35872764059683626
Arunanshu,-310.1782531738281,143.99264526367188,2.17082142829895,-3.8680174350738525,10.14995288848877,-12.179415702819824,-18.90088653564453,-12.097160339355469,-14.913183212280273,-16.051387786865234,-12.124434471130371,-9.67950439453125,-10.190053939819336,0.37556824,22.499492555843315,0.010003466728204012,0.07159041473317865,0.16293517,-7.856845378875732,-2.4246089458465576,-0.2109312266111374,-1.4328216314315796,-4.887848377227783,-10.859278678894043,-13.06552791595459,-16.11910057067871,-16.872549057006836,-19.552658081054688,-19.858369827270508,-20.16758155822754,-22.147594451904297,-22.380224227905273,-24.893085479736328,-25.13869857788086,-25.301239013671875,-30.150266647338867,-35.1960563659668,-39.62379837036133,-42.317413330078125,-44.347774505615234,-46.65999221801758,-47.240238189697266,-47.470481872558594,-47.651458740234375,-47.80845642089844,-47.95705795288086,-48.05487823486328,-48.14271926879883,0.4142142676996503
Arunanshu,-259.4250793457031,163.13156127929688,17.416751861572266,-7.177055835723877,4.44879150390625,-8.540111541748047,-17.550447463989258,-15.122817993164062,-17.894563674926758,-20.04220962524414,-13.877241134643555,-8.116151809692383,-9.028773307800293,0.3259782,23.7420040324485,-0.0067328411655418665,0.05055466937354988,0.22502531,3.1525673866271973,7.948826313018799,9.306411743164062,8.302811622619629,4.410552978515625,-2.279219627380371,-5.527005672454834,-10.403646469116211,-9.60763931274414,-11.996594429016113,-13.075715065002441,-14.542375564575195,-18.568492889404297,-18.8731632232666,-22.526473999023438,-24.285181045532227,-23.208295822143555,-29.801025390625,-35.35435485839844,-38.08820343017578,-40.23054122924805,-41.390262603759766,-42.816993713378906,-43.39546585083008,-43.71848678588867,-44.04689407348633,-44.26129150390625,-44.45506286621094,-44.59107971191406,-44.70121765136719,0.3622109449585592
Arunanshu,-276.1023864746094,164.8321990966797,16.73980140686035,-9.732558250427246,-3.212394952774048,-13.727621078491211,-15.618844985961914,-13.013007164001465,-18.091733932495117,-20.389909744262695,-15.099543571472168,-9.675395965576172,-8.446873664855957,0.33848834,23.018151096308742,-0.012088641672653007,0.0433607344837587,0.2084992,-2.9055328369140625,3.940823554992676,6.9085307121276855,6.822269439697266,3.484096050262451,-3.6765623092651367,-6.581456661224365,-9.210905075073242,-8.655967712402344,-12.475730895996094,-14.503341674804688,-17.020992279052734,-21.300151824951172,-21.271930694580078,-25.885498046875,-26.4766902923584,-25.322494506835938,-32.037841796875,-35.72764205932617,-38.512451171875,-40.885986328125,-42.223533630371094,-44.033809661865234,-44.86590576171875,-45.214599609375,-45.60380172729492,-45.84462356567383,-46.06339645385742,-46.23552322387695,-46.35506057739258,0.3733775883263391
Arunanshu,-303.6206970214844,125.55730438232422,-3.512096405029297,-9.268104553222656,0.055558137595653534,-14.05280876159668,-12.846034049987793,-6.212142467498779,-12.914877891540527,-14.435032844543457,-8.248248100280762,-7.489801406860352,-9.726188659667969,0.4237886,20.910669737173485,-0.003398772021693855,0.13773156540023201,0.14703603,-11.881464004516602,-7.898035526275635,-5.684471607208252,-6.9271416664123535,-8.852112770080566,-12.455071449279785,-13.89769172668457,-15.605475425720215,-16.47212791442871,-18.430130004882812,-19.526376724243164,-21.243587493896484,-23.659181594848633,-24.691286087036133,-26.85030746459961,-28.14368438720703,-27.23586082458496,-29.372730255126953,-33.997337341308594,-38.09486389160156,-41.34831619262695,-43.21438217163086,-44.972511291503906,-45.85955810546875,-46.31387710571289,-46.664215087890625,-46.92744445800781,-47.168094635009766,-47.41912841796875,-47.59651565551758,0.430668134406987
Arunanshu,-259.76605224609375,173.92938232421875,0.3054858446121216,-8.675568580627441,5.548961162567139,-15.283153533935547,-18.3981990814209,-9.558975219726562,-15.633444786071777,-21.055967330932617,-16.658472061157227,-13.001336097717285,-12.686699867248535,0.34390348,23.15565752030393,-0.004640320989516527,0.05158674412703016,0.23302203,0.05351480469107628,6.559595584869385,9.150763511657715,7.791848182678223,4.577080249786377,-3.520402431488037,-5.5897016525268555,-6.479568004608154,-7.571652889251709,-9.13646411895752,-12.688492774963379,-16.130170822143555,-17.470378875732422,-16.63222885131836,-19.764652252197266,-23.133230209350586,-20.96115493774414,-24.300416946411133,-31.638628005981445,-37.299312591552734,-39.68246078491211,-42.04057693481445,-44.05118179321289,-45.56679153442383,-45.92182540893555,-46.30772399902344,-46.64916229248047,-46.92426300048828,-47.170230865478516,-47.40626525878906,0.35356319337932285
Arunanshu,-276.3620910644531,161.52870178222656,3.6832375526428223,-11.5205078125,-3.8967857360839844,-20.455263137817383,-17.53380012512207,-8.515775680541992,-16.07514190673828,-20.173603057861328,-13.36905574798584,-8.560932159423828,-10.502354621887207,0.37047556,22.867049111526008,-0.0016393643472073316,0.05425812971287703,0.20644858,-6.110814571380615,0.4509933590888977,4.194122314453125,5.0745744705200195,1.1346521377563477,-3.8153488636016846,-6.11652946472168,-6.850676536560059,-9.438213348388672,-12.237404823303223,-13.75551986694336,-17.401012420654297,-21.199005126953125,-21.598628997802734,-24.222354888916016,-23.765913009643555,-23.169208526611328,-27.899568557739258,-33.78974533081055,-37.33586502075195,-40.802249908447266,-42.62102127075195,-44.802738189697266,-45.913917541503906,-46.32624816894531,-46.66332244873047,-46.9367561340332,-47.20269012451172,-47.38106918334961,-47.59168243408203,0.3705739610633258
Arunanshu,-288.9318542480469,139.60195922851562,3.43839168548584,-10.041152000427246,1.9507641792297363,-7.171651840209961,-9.321136474609375,-8.305059432983398,-17.75864601135254,-22.425155639648438,-13.5849609375,-5.77286434173584,-8.63570785522461,0.36868396,22.254219673919884,-0.0014946686721357173,0.09984841756090487,0.21360195,-6.925766944885254,-0.5759597420692444,1.2742319107055664,-2.079868793487549,-4.451485633850098,-9.604170799255371,-13.940238952636719,-14.372791290283203,-13.471475601196289,-13.158173561096191,-15.330001831054688,-17.798994064331055,-20.85439682006836,-23.791067123413086,-26.828441619873047,-25.971508026123047,-24.987442016601562,-29.42475700378418,-34.581302642822266,-37.75285339355469,-39.85239028930664,-40.97328186035156,-42.62682342529297,-43.61874771118164,-43.972503662109375,-44.34196472167969,-44.62172317504883,-44.86235046386719,-45.05091094970703,-45.20871353149414,0.3551144536759443
Arunanshu,-284.67205810546875,170.39114379882812,7.259313106536865,-5.858339309692383,10.412435531616211,-12.186637878417969,-17.263957977294922,-7.299621105194092,-16.404403686523438,-25.531761169433594,-15.863029479980469,-7.572109222412109,-12.374595642089844,0.3423338,23.598201995935373,0.0032374659746092003,0.055536044446055685,0.22985305,-0.1729651391506195,6.90353536605835,8.567522048950195,4.650757312774658,1.0662251710891724,-4.624061584472656,-9.812323570251465,-10.619537353515625,-11.234110832214355,-12.510846138000488,-14.696558952331543,-17.119081497192383,-19.885459899902344,-21.772123336791992,-23.544757843017578,-22.24635124206543,-21.387271881103516,-26.901596069335938,-34.05584716796875,-39.27961730957031,-42.88031005859375,-43.69212341308594,-45.354427337646484,-46.320159912109375,-46.53473663330078,-46.6976318359375,-46.89585494995117,-47.07356262207031,-47.2073860168457,-47.24127197265625,0.36859361568430504
Arunanshu,-280.9576110839844,169.0236358642578,11.091662406921387,-11.366321563720703,3.2773005962371826,-8.766449928283691,-15.636605262756348,-12.61683177947998,-19.0997371673584,-23.692548751831055,-14.65872573852539,-6.085757255554199,-7.6540327072143555,0.3472126,22.577216719933606,0.008569239499244399,0.05077785129060325,0.2303093,-2.0114943981170654,4.649102687835693,7.43977689743042,4.83618688583374,2.41198992729187,-3.54079532623291,-9.602981567382812,-11.031368255615234,-10.986952781677246,-11.754661560058594,-13.277604103088379,-15.248516082763672,-19.122045516967773,-23.631101608276367,-24.356430053710938,-24.459972381591797,-25.864452362060547,-31.20142936706543,-35.43471145629883,-39.589019775390625,-42.81288146972656,-43.859840393066406,-45.04197692871094,-45.98886489868164,-46.38196563720703,-46.67174530029297,-46.96293258666992,-47.20010757446289,-47.36670684814453,-47.49460220336914,0.3624732370810125
Arunanshu,-292.49267578125,135.37425231933594,9.1148042678833,-9.038841247558594,-4.384955406188965,-15.349306106567383,-14.435406684875488,-8.349742889404297,-10.997089385986328,-13.078079223632812,-10.519145011901855,-9.481698036193848,-10.068662643432617,0.3721741,21.99526906917844,-0.0018699056148597949,0.09171983758700696,0.19283348,-8.293045997619629,-3.735624074935913,-1.225977897644043,-1.7823584079742432,-4.8820881843566895,-8.369390487670898,-9.811501502990723,-11.449273109436035,-14.31655216217041,-16.389554977416992,-19.347640991210938,-21.763530731201172,-23.343034744262695,-24.07256507873535,-26.814842224121094,-27.928373336791992,-27.763355255126953,-30.9010066986084,-34.895843505859375,-38.241363525390625,-40.21696472167969,-41.73164749145508,-43.20134353637695,-44.1277961730957,-44.45559310913086,-44.750343322753906,-45.08642578125,-45.30221176147461,-45.50522994995117,-45.63510513305664,0.37831278270185187
Arunanshu,-265.277587890625,163.99110412597656,17.397010803222656,-10.381991386413574,-2.151207208633423,-13.105226516723633,-18.385133743286133,-12.122464179992676,-12.949186325073242,-18.73500633239746,-15.988534927368164,-8.651433944702148,-7.970926284790039,0.34827608,22.81384453240628,-0.003302370258348158,0.03917012579756381,0.21999343,-1.1930242776870728,5.059645652770996,7.788827896118164,7.1913018226623535,3.1704916954040527,-2.3486759662628174,-3.934593439102173,-8.214662551879883,-8.935057640075684,-11.052877426147461,-14.227479934692383,-17.2857608795166,-20.46188735961914,-20.737255096435547,-23.27882957458496,-24.16283416748047,-24.95073890686035,-30.62674903869629,-36.65904998779297,-39.158870697021484,-40.59541702270508,-42.34498977661133,-43.52798843383789,-44.34883499145508,-44.7289924621582,-45.032752990722656,-45.374671936035156,-45.622901916503906,-45.8484001159668,-45.9803581237793,0.3653588506010678
Arunanshu,-292.8238525390625,157.50958251953125,12.15424633026123,-15.994980812072754,-0.12314600497484207,-8.974414825439453,-14.829119682312012,-9.764715194702148,-12.638166427612305,-18.738344192504883,-17.52048110961914,-12.503639221191406,-9.454126358032227,0.39466757,22.43970132422288,0.010537071510459278,0.06069075369779582,0.17964953,-4.478073596954346,1.151042103767395,3.130725145339966,1.7706328630447388,-2.1912384033203125,-7.859257698059082,-9.57507038116455,-10.818860054016113,-9.979745864868164,-13.140045166015625,-15.974776268005371,-19.339923858642578,-21.954357147216797,-21.09698486328125,-24.765417098999023,-26.993432998657227,-28.092906951904297,-33.021968841552734,-37.73691177368164,-41.01628112792969,-42.78766632080078,-44.334835052490234,-45.392601013183594,-45.84416580200195,-45.97871398925781,-46.128684997558594,-46.27399444580078,-46.38609313964844,-46.4088249206543,-46.45280456542969,0.4128387114365685
Arunanshu,-322.60528564453125,124.64038848876953,3.1960837841033936,-11.754206657409668,-5.364537239074707,-14.249367713928223,-14.200875282287598,-10.205450057983398,-11.003116607666016,-10.178223609924316,-8.630415916442871,-9.197010040283203,-7.7895894050598145,0.4482142,20.357520130459974,-0.00681012987553828,0.20641268488979117,0.14820775,-16.4415340423584,-11.984062194824219,-9.099461555480957,-6.820245742797852,-9.863274574279785,-13.69906234741211,-14.711533546447754,-16.25800895690918,-17.925668716430664,-20.90386199951172,-22.351055145263672,-24.896207809448242,-26.40846061706543,-25.60870361328125,-28.82884979248047,-31.508039474487305,-31.798885345458984,-33.8121337890625,-37.19194793701172,-40.080108642578125,-42.20226287841797,-43.61647415161133,-45.3650016784668,-46.1159782409668,-46.46877670288086,-46.905052185058594,-47.117549896240234,-47.451805114746094,-47.629390716552734,-47.788673400878906,0.41937184912770425
Arunanshu,-292.2724914550781,147.5171661376953,-10.653238296508789,-13.407827377319336,4.688533306121826,-12.216334342956543,-16.34556007385254,-10.267818450927734,-13.2732572555542,-13.267987251281738,-8.427702903747559,-8.56035327911377,-12.166788101196289,0.38436708,21.994166006106138,0.01436223397599992,0.08137303328016242,0.17679,-8.332779884338379,-3.239804744720459,-1.5299479961395264,-2.506748676300049,-5.007240295410156,-8.217156410217285,-9.579495429992676,-11.756868362426758,-13.65521240234375,-15.30526065826416,-16.234298706054688,-17.027841567993164,-17.868276596069336,-19.12958526611328,-22.375280380249023,-25.478252410888672,-24.181251525878906,-26.613014221191406,-33.36579132080078,-37.71908950805664,-40.470035552978516,-42.076332092285156,-44.20091247558594,-45.53396987915039,-45.806427001953125,-46.231327056884766,-46.552249908447266,-46.7984619140625,-47.02833938598633,-47.142555236816406,0.40664593939735866
Arunanshu,-322.94622802734375,122.93939971923828,-1.9566256999969482,-8.157319068908691,8.858246803283691,-7.613733291625977,-15.8419828414917,-9.232390403747559,-10.601213455200195,-14.292975425720215,-11.383707046508789,-8.835229873657227,-10.111285209655762,0.4098042,21.20513632492575,0.0075557564888429326,0.1393640788138051,0.16161834,-12.4227876663208,-8.378567695617676,-6.2571306228637695,-8.603206634521484,-10.89307689666748,-15.70869255065918,-18.146697998046875,-18.872407913208008,-19.32164192199707,-21.539724349975586,-22.839448928833008,-23.009571075439453,-23.523521423339844,-24.73238182067871,-26.086395263671875,-28.45254135131836,-28.09242820739746,-31.13679313659668,-37.143470764160156,-40.59743881225586,-42.62303161621094,-44.323448181152344,-45.6234016418457,-46.21503448486328,-46.48722457885742,-46.695621490478516,-46.896629333496094,-46.99424362182617,-47.14677047729492,-47.239925384521484,0.40336739314091014
Arunanshu,-283.0065002441406,157.89797973632812,7.877200126647949,-11.578612327575684,-0.7481250166893005,-13.45097541809082,-19.174030303955078,-12.532970428466797,-12.055464744567871,-15.326957702636719,-13.574946403503418,-10.4083251953125,-10.843966484069824,0.37420675,22.27974667766029,-0.0033649367004134696,0.05347755945475638,0.19369942,-4.6884942054748535,0.865315318107605,2.9686992168426514,3.648865222930908,-0.13954973220825195,-6.196617126464844,-6.071977138519287,-9.195037841796875,-12.085101127624512,-13.686385154724121,-16.619632720947266,-18.465654373168945,-19.811697006225586,-21.003747940063477,-23.5108642578125,-25.723697662353516,-25.34089469909668,-30.626916885375977,-36.51252746582031,-39.246822357177734,-41.111080169677734,-42.58824920654297,-44.16230773925781,-44.91868209838867,-45.37217330932617,-45.69211196899414,-46.07233428955078,-46.34455490112305,-46.58911895751953,-46.808319091796875,0.38500355619394283
Arunanshu,-289.5802001953125,149.5652313232422,11.04020881652832,-6.875555038452148,-6.1958417892456055,-15.758258819580078,-11.395795822143555,-8.272909164428711,-14.72977352142334,-15.239018440246582,-10.472933769226074,-7.459531784057617,-8.280981063842773,0.37184444,21.83511723305911,0.0022491954430309794,0.07962609665023201,0.19800967,-4.929620265960693,0.1019645407795906,0.9892279505729675,-0.31898799538612366,-1.8730978965759277,-6.396327495574951,-8.109478950500488,-11.587369918823242,-12.470317840576172,-14.572559356689453,-17.186786651611328,-20.338611602783203,-22.964672088623047,-24.625349044799805,-28.138927459716797,-28.17477035522461,-26.748754501342773,-30.896787643432617,-34.83677673339844,-36.6468391418457,-39.252803802490234,-41.56061553955078,-43.3731689453125,-44.507686614990234,-44.91932678222656,-45.323020935058594,-45.70039749145508,-46.0173454284668,-46.2889404296875,-46.47530746459961,0.37761306890979096
Arunanshu,-293.4007263183594,156.94764709472656,15.92953872680664,-6.642412185668945,-0.8041486740112305,-14.047127723693848,-15.356893539428711,-8.267979621887207,-13.901638984680176,-20.429784774780273,-15.682647705078125,-9.0431489944458,-8.33901309967041,0.36780733,22.31964669286633,0.008701875118573121,0.07100583671693736,0.1942394,-3.861391305923462,1.6099624633789062,3.768122434616089,2.525069236755371,-0.7304216027259827,-6.974051475524902,-8.702030181884766,-12.34398078918457,-11.273406028747559,-13.817609786987305,-18.1046199798584,-21.011192321777344,-23.687746047973633,-24.817920684814453,-26.407024383544922,-26.91398811340332,-26.364717483520508,-30.821706771850586,-36.52141189575195,-38.712242126464844,-41.30104446411133,-42.57633972167969,-43.88546371459961,-44.54256057739258,-44.74608612060547,-45.106388092041016,-45.30929183959961,-45.529239654541016,-45.68800735473633,-45.81337356567383,0.38053560776543083
Arunanshu,-281.4462890625,160.34519958496094,15.987387657165527,-5.012814044952393,-3.559781789779663,-17.58475685119629,-17.530458450317383,-10.428511619567871,-13.404616355895996,-16.907896041870117,-13.378047943115234,-10.457642555236816,-11.27118968963623,0.36059028,22.512637783626605,-0.004710049875935191,0.09347130582946636,0.22565396,-3.56819224357605,3.0552635192871094,5.123804092407227,5.036546230316162,1.4895775318145752,-5.127843379974365,-5.590599536895752,-9.413799285888672,-10.887711524963379,-14.393631935119629,-18.26201057434082,-20.98288917541504,-21.912540435791016,-23.180503845214844,-26.572858810424805,-26.288469314575195,-25.825687408447266,-29.95305633544922,-35.91989517211914,-37.792091369628906,-40.70317077636719,-42.19078826904297,-43.82780838012695,-44.73038101196289,-45.23095703125,-45.65115737915039,-46.12640380859375,-46.51109313964844,-46.76441192626953,-46.991825103759766,0.35777272530184806
Arunanshu,-326.8760986328125,112.46578979492188,4.144706726074219,-11.305802345275879,-0.0032292695250362158,-8.62332820892334,-12.879079818725586,-8.041093826293945,-9.649225234985352,-11.642807006835938,-8.845998764038086,-7.677032470703125,-8.364359855651855,0.4314367,20.175883930934447,-0.0014393236897185145,0.16726635005800464,0.12733518,-16.419628143310547,-11.619000434875488,-10.567953109741211,-11.570880889892578,-13.239608764648438,-16.660978317260742,-18.05459213256836,-19.132200241088867,-21.145174026489258,-22.31745147705078,-23.394222259521484,-25.4982967376709,-27.169509887695312,-27.355709075927734,-29.182958602905273,-31.583011627197266,-32.33348846435547,-34.10893249511719,-37.942195892333984,-42.03539276123047,-43.78194808959961,-44.9968147277832,-45.89331817626953,-46.43246841430664,-46.57790756225586,-46.70492935180664,-46.92742919921875,-47.081398010253906,-47.21370315551758,-47.29243850708008,0.46049625221020085
Arunanshu,-275.055419921875,134.21189880371094,-3.534738540649414,-3.56941819190979,-4.36149263381958,-25.242799758911133,-19.860172271728516,-7.462897777557373,-9.623783111572266,-11.814563751220703,-10.07049560546875,-9.413496017456055,-11.053542137145996,0.3907474,21.82564746138562,0.000301083752063945,0.10734710339327146,0.199924,-10.31401252746582,-4.542654514312744,-0.9264858961105347,-0.907782256603241,-3.3508312702178955,-6.297977447509766,-7.255313873291016,-9.027973175048828,-13.01703929901123,-16.684391021728516,-19.8670654296875,-21.157215118408203,-21.971847534179688,-22.08958625793457,-23.754169464111328,-23.847503662109375,-22.454784393310547,-25.197025299072266,-30.487924575805664,-34.13806915283203,-36.49893569946289,-38.77830123901367,-41.51203536987305,-42.939422607421875,-43.53861999511719,-43.91883850097656,-44.42597198486328,-44.82518768310547,-45.18159484863281,-45.50411605834961,0.3591636211415746
Arunanshu,-261.9048156738281,163.86422729492188,7.322063446044922,-11.278559684753418,-0.36727190017700195,-17.01749038696289,-16.4089412689209,-6.39662504196167,-14.662429809570312,-23.500219345092773,-16.024328231811523,-7.54421329498291,-9.782423973083496,0.36566266,23.19374860934296,-0.009252953036140696,0.07563374601218098,0.23327693,-1.5882108211517334,5.028507232666016,7.606166839599609,5.88583517074585,2.449115037918091,-2.904491662979126,-4.421641826629639,-7.66040563583374,-8.072524070739746,-8.573678016662598,-12.335912704467773,-16.598041534423828,-20.254053115844727,-19.53354263305664,-23.93321990966797,-23.418684005737305,-20.184152603149414,-25.71230125427246,-33.75884246826172,-36.67867660522461,-39.87846374511719,-41.130062103271484,-43.04890823364258,-44.02375411987305,-44.31352233886719,-44.62255859375,-44.940879821777344,-45.137691497802734,-45.250675201416016,-45.336002349853516,0.3536681318349276
